stt,sample_id,ngu_canh,phat_bieu,nhan_dinh,ghi_chu
89,viwikifc_train_7176,"Theo Hiến pháp 1998, tổ chức của chính quyền Triều Tiên theo chính thể cộng hòa, được phân thành ba nhánh Lập pháp, Hành pháp và Tư pháp. Hội đồng Nhân dân Tối cao (최고인민회의, Choego Inmin Hoeui), tức Quốc hội, theo Hiến pháp là cơ quan quyền lực cao nhất của nhà nước, nắm quyền Lập pháp. Các đại biểu của Hội đồng (hiện tại gồm 687 thành viên) được bầu cử phổ thông theo thời hạn 5 năm. Hai kỳ mỗi năm, Hội đồng Nhân dân Tối cao được triệu tập, mỗi kỳ chỉ kéo dài vài ngày; thường thì để phê chuẩn những quyết định do lãnh đạo của KWP đưa ra. Nghị trưởng Hội đồng Nhân dân Tối cao hiện nay là ông Pak Thae-song.",Viện kiểm sát nắm quyền Hành pháp là cơ quan có quyền lực chỉ sau Quốc hội.,ngoai_lai,
90,viwikifc_train_12971,"Rừng mưa Borneo được ước tính có niên đại khoảng 140 triệu năm, vì vậy nó là một trong các rừng mưa cổ nhất trên thế giới. Đây là trung tâm của sự tiến hoá và phân tán của nhiều loài động thực vật đặc hữu, và rừng mưa là một trong số ít môi trường sống tự nhiên còn lại của loài đười ươi Borneo đang gặp nguy hiểm. Đây cũng là một nơi trú ẩn quan trọng của nhiều loài động vật rừng đặc hữu, bao gồm voi Borneo, tê giác Borneo, báo gấm Borneo, cầy cọ hose và dơi quả dayak.","Rừng mưa Borneo được ước tính có niên đại khoảng 140 triệu năm, là nơi trú ẩn duy nhất của loài đười ươi Borneo và là một trong các rừng mưa cổ nhất trên thế giới.",noi_tai,
91,viwikifc_train_15670,"Tư tưởng Nguyễn Trãi xuất phát từ Nho giáo, mà cụ thể là Nho giáo Khổng Tử. Ông đã vận dụng xuất sắc các tư tưởng Nho giáo vào công cuộc khởi nghĩa, chống lại sự thống trị của nhà Minh lên Việt Nam cũng như trong công cuộc xây dựng đất nước thời kì đầu nhà Hậu Lê. ","Nguyễn Trãi (1380-1442) là một nhà văn, nhà ngoại giao và tư tưởng lớn của Việt Nam trong lịch sử.",ngoai_lai,
92,viwikifc_test_679,"Các thành phố nằm trên bờ biển này là Karachi và Gwadar của Pakistan, Mumbai (Bombay), Surat, Panjim, Mangalore và Cochin của Ấn Độ, Aden của Yemen, Salalah của Oman, Chabahar của Iran, Mogadishu của Somalia và Colombo của Sri Lanka.",Thành phố Cochin của Ấn Độ từng xảy ra chiến sự với Mumbai.,ngoai_lai,
93,viwikifc_train_9192,"Đến cuối năm 2019, mạng lưới đường sắt cao tốc ở Trung Quốc đã có tổng chiều dài hơn 35.000 km (21.748 dặm), trở thành mạng lưới đường sắt cao tốc dài nhất thế giới . Các chuyến tàu trên tuyến Bắc Kinh – Thượng Hải, Bắc Kinh – Thiên Tân và Thành Đô – Trùng Khánh đạt vận tốc lên tới 350 km /h (217 dặm / giờ). Tuyến đường sắt cao tốc Bắc Kinh – Quảng Châu – Thâm Quyến là tuyến đường sắt dài nhất thế giới và tuyến đường sắt cao tốc Bắc Kinh - Thượng Hải có ba cây cầu đường sắt dài nhất thế giới. Tàu đệm từ Thượng Hải, đạt vận tốc 431 km / h (268 mph), là dịch vụ tàu thương mại nhanh nhất thế giới.",Đường sắt cao tốc ở Trung Quốc được xem là một trong những hệ thống đường sắt vượt trội về chất lượng phục vụ.,ngoai_lai,
94,viwikifc_train_13499,"Sự triệt tiêu gần như hoàn toàn chủ nghĩa tư bản tư nhân chính là điều được hệ tư tưởng chính thống coi là 1 tiêu chuẩn chủ yếu, thậm chí là tiêu chuẩn chủ yếu nhất của chủ nghĩa xã hội. Về tư tưởng, chỉ có sở hữu nhà nước và sở hữu hợp tác xã mới được công nhận là xã hội chủ nghĩa.",Tư bản chủ nghĩa không được công nhận trong nền chủ nghĩa xã hội vì nó nằm ngoài quyền kiểm soát của nhà nước.,ngoai_lai,
95,viwikifc_train_14133,"Cuối thời nhà Thanh, do sự lạc hậu về khoa học công nghệ, Trung Quốc bị các nước phương Tây (Anh, Đức, Nga, Pháp, Bồ Đào Nha) và cả Nhật Bản xâu xé lãnh thổ. Các nhà sử học Trung Quốc gọi thời kỳ này là Bách niên quốc sỉ (100 năm đất nước bị làm nhục). Chế độ quân chủ chuyên chế đã tỏ ra quá già cỗi, hoàn toàn bất lực trong việc bảo vệ đất nước chống lại chủ nghĩa tư bản phương Tây. Điều này gây bất bình trong đội ngũ trí thức Trung Quốc, một bộ phận kêu gọi tiến hành cách mạng lật đổ chế độ quân chủ chuyên chế của nhà Thanh, thành lập một kiểu nhà nước mới để canh tân đất nước. Năm 1911, cách mạng Tân Hợi nổ ra, hoàng đế cuối cùng của Trung Quốc là Phổ Nghi buộc phải thoái vị.",Cách mạng Tân Hợi đã lật đổ chế độ quân chủ chuyên chế của nhà Thanh và thành lập Cộng hoà Trung Hoa mới.,ngoai_lai,
96,viwikifc_train_7401,"Như các quốc gia Cộng sản khác, ngành Tư pháp Triều Tiên được phân làm hai nhánh Kiểm sát và Tòa án. Tại trung ương có Trung ương Kiểm sát sở (중앙검찰소, Jungang Keomchalso) và Trung ương Thẩm phán sở (중앙재판소, Jungang Jaepanso), đứng đầu bởi các Sở trưởng (소장, Sojang). Dưới cấp Trung ương có các cơ quan địa phương lầm lượt gồm cấp tỉnh, thành phố, quận và cơ quan đặc biệt, trực thuộc quyền của các Sở trung ương.","Như các quốc gia Cộng sản khác, ngành Tư pháp Triều Tiên được phân làm hai nhánh và Lập pháp, Hành pháp chia làm 2 cấp chính.",ngoai_lai,
97,viwikifc_train_10381,"Ngày 14 tháng 10 năm 1950: Chính phủ Pháp chính thức chuyển giao quyền kiểm soát quần đảo Trường Sa và quần đảo Hoàng Sa cho chính phủ Quốc gia Việt Nam, do Bảo Đại đứng đầu.",Việt Nam là quốc gia có dân tộc yêu thương nhau nhất và đoàn kết nhất.,ngoai_lai,
98,viwikifc_test_2081,"Mấy năm gần đây Nhật Bản thi hành chính sách sáp nhập thị đinh thôn, số lượng đinh thôn đã giảm nhiều. Hiện nay để giảm bớt sự tập trung một cực của Tōkyō và tăng cường phân quyền địa phương, Nhật Bản đang nghiên cứu bỏ đô đạo phủ huyện, chuyển sang chế độ đạo châu (thảo luận chế độ đạo châu Nhật Bản). Năm 1968, Nhật Bản ban hành chế độ mã số bưu chính đoàn thể công khai địa phương. Hiện thời đô đạo phủ huyện và các thị đinh thôn đều có mã số bưu chính của mình. Mã số bưu chính của đô đạo phủ huyện ăn khớp với tiêu chuẩn quốc tế ISO 31166-2:JP.",Các thị đinh thôn không thể dùng mã số bưu chính để gửi hàng.,ngoai_lai,
99,viwikifc_train_9366,"Tại Châu Âu, do tính chất kiêm nhiệm đặc trưng, mà một người là vua đồng thời của nhiều quốc gia, như Nữ vương của nước Anh là Elizabeth II, là đồng thời là Nữ vương của 16 nước khác trong khối Thịnh vượng Chung. Lại có hình thức một quốc gia là liên minh của nhiều Tiểu vương quốc (hay Tiểu bang), với mỗi tiểu quốc / tiểu bang ấy là do một vị vua đứng đầu, và các vị vua này sẽ bầu chọn người là Vua của tất cả các vua, thống trị của liên bang ấy, nền chính trị này vẫn còn tồn tại ở Malaysia, Các Tiểu vương quốc Ả Rập thống nhất.",Elizabeth II chỉ làm Nữ vương duy nhất của nước Anh.,ngoai_lai,
100,viwikifc_dev_1102,"9 đơn vị hành chính cấp địa khu này được chia thành 85 đơn vị hành chính cấp huyện, gồm 26 quận, 14 thành phố cấp huyện (huyện cấp thị), và 45 huyện. Các đơn vị hành chính cấp huyện này lại được nhỏ thành 1107 đơn vị hành chính cấp hương, gồm 605 thị trấn (trấn), 328 hương, 18 hương dân tộc, và 156 nhai đạo.","85, 26, 14 và 45 tương ứng với đơn vị hành chính cấp huyện, quận, thành phố cấp huyện, huyện mà 9 đơn vị hành chính cấp địa khu này đã chia thành.",khong,
101,viwikifc_train_1182,"Khi trở về nước năm 1932, Bảo Đại đã mong muốn cải cách xã hội Việt Nam nhưng phong trào này đã chết yểu bởi sự đối địch với các quan Thượng thư của ông như Phạm Quỳnh và Ngô Đình Khả, cũng như sự chống đối của giới bảo thủ và chính phủ bảo hộ Pháp. Nhà vua nản lòng sớm, chuyển sang tiêu khiển bằng bơi thuyền và săn bắn. Trước thực tế nhà Nguyễn không còn khả năng chống Pháp, nhiều đảng phái cách mạng được tổ chức để đánh đuổi người Pháp. Việt Nam chi bộ của hội Á Tế Á Áp bức Nhược tiểu Dân tộc do Nguyễn Ái Quốc thành lập ở Quảng Đông. Năm 1926, Tân Việt Cách mạng Đảng hoạt động ở Hà Tĩnh và Sài Gòn. Năm 1927, Phạm Tuấn Tài, Hoàng Phạm Trân, Nguyễn Thái Học lập ra Việt Nam Quốc dân Đảng. Năm 1928, Tạ Thu Thâu và Nguyễn An Ninh lập Đệ tứ Quốc tế. Năm 1930, Việt Nam Cách mạng Đồng chí Hội đổi ra Đông Dương Cộng sản Đảng.",Phong trào đấu tranh cho độc lập quốc gia của Việt Nam tiếp tục phát triển và được duy trì cho đến khi Việt Nam giành được độc lập vào năm 1954.,ngoai_lai,
102,viwikifc_test_164,"Các sử gia xem thời kỳ hiện đại của Ấn Độ bắt đầu từ giai đoạn 1848–1885. Việc bổ nhiệm James Broun-Ramsay làm Toàn quyền của Công ty Đông Ấn Anh vào năm 1848 chuẩn bị cho những thay đổi cốt yếu đối với một quốc gia hiện đại. Chúng bao gồm củng cố và phân ranh giới chủ quyền, sự giám sát của người dân, và giáo dục cho công dân. Các biến đổi về công nghệ như đường sắt, kênh đào, và điện báo được đưa đến Ấn Độ không lâu sau khi chúng được giới thiệu tại châu Âu. Tuy nhiên, sự bất mãn đối với Công ty cũng tăng lên trong thời kỳ này, và Khởi nghĩa Ấn Độ 1857 bùng nổ. Cuộc khởi nghĩa bắt nguồn từ những oán giận và nhận thức đa dạng, bao gồm cải cách xã hội kiểu Anh, thuế đất khắc nghiệt, và đối đãi tồi của một số địa chủ giàu có và phiên vương, nó làm rung chuyển nhiều khu vực ở bắc bộ và trung bộ Ấn Độ và làm lung lay nền móng của Công ty Đông Ấn Anh. Mặc dù cuộc khởi nghĩa bị đàn áp vào năm 1858, song nó khiến cho Công ty Đông Ấn Anh giải thể và Chính phủ Anh Quốc từ đó trực tiếp quản lý Ấn Độ. Những người cai trị mới công bố một nhà nước nhất thể và một hệ thống nghị viện từng bước theo kiểu Anh song có hạn chế, nhưng họ cũng bảo hộ các phó vương và quý tộc địa chủ nhằm tạo ra một thế lực hộ vệ phong kiến để chống lại bất ổn trong tương lai. Trong các thập niên sau đó, hoạt động quần chúng dần nổi lên trên khắp Ấn Độ, cuối cùng dẫn đến việc thành lập Đảng Quốc đại Ấn Độ vào năm 1885.",Thời kỳ hiện đại của Ấn Độ được các nhà chính trị gia xem như bắt đầu từ giai đoạn 1848-1885.,ngoai_lai,
103,viwikifc_dev_1136,"Sau lần sửa đổi Hiến pháp mới nhất vào giữa năm 2019, Ủy ban Thường vụ đã trở về đơn thuần là 1 cơ quan thường trực của Hội đồng nhân dân tối cao như trước đây và Ủy viên trưởng Ủy ban Thường vụ không còn đảm nhận một số chức năng của nguyên thủ quốc gia nữa. Với cương vị là Chủ tịch Ủy ban Quốc vụ trực thuộc Hội đồng nhân dân tối cao, ông Kim Jong-un được Hiến pháp năm 2019 ghi nhận là: ""người đại diện tối cao của toàn bộ người dân Triều Tiên"", có quyền ban hành các sắc lệnh lập pháp, các nghị định và quyết định lớn của quốc gia, bổ nhiệm hoặc triệu hồi các phái viên ngoại giao của Triều Tiên tại nước ngoài . Điều này cũng đồng nghĩa với việc ông Kim Jong-un chính thức là Nguyên thủ quốc gia của Triều Tiên.",Sau lần Hiến pháp mới nhất vào giữa năm 2019 còn có một sự kiện khác diễn ra đó là ông Kim Jong Un chính thức làm chủ tịch nước.,ngoai_lai,
104,viwikifc_test_1735,"Đáp ứng điều trị có khác nhau tùy theo genotype. Có 40-50% số bệnh nhân nhiễm HCV genotype 1 đáp ứng lâu dài với 48 tuần điều trị. Có 70-80% bệnh nhân nhiễm HCV genotype 2 và 3 đáp ứng lâu dài với 24 tuần điều trị. Có khoảng 65% số bệnh nhân nhiễm genotype 4 đáp ứng lâu dài với 48 tuần điều trị. Hiếm thấy hiệu quả trong điều trị bệnh genotype 6, và hiệu quả cho thấy trong 48 tuần điều trị với liều giống như liều cho bệnh genotype 1.",Có tầm 65% số người bệnh mắc genotype 4 thích nghi với gần 50 tuần điều trị.,noi_tai,
105,viwikifc_train_726,"Dưới cấp tỉnh và thành phố trực thuộc trung ương là cấp quận, huyện, thị xã và thành phố thuộc tỉnh (gọi chung là cấp huyện). Tính đến tháng 1 năm 2021, Việt Nam có 705 đơn vị cấp quận/huyện/thị xã/thành phố thuộc tỉnh/thành phố thuộc thành phố trực thuộc trung ương.",Có 4 thành phố trực thuộc trung ương.,ngoai_lai,
106,viwikifc_train_6756,"Đầu năm 2010, tại Trung Quốc xuất bản cuốn sách ""Trung Quốc mộng"" của Đại tá Lưu Minh Phúc, giảng viên Đại học Quốc phòng Bắc Kinh, gây tiếng vang trong và ngoài nước. Tác giả đã có những so sánh, phân tích và những bước đi để Trung Quốc thực hiện Giấc mộng Trung Hoa – siêu cường số một thế giới. Tác giả phân tích: muốn đất nước trỗi dậy tất phải có ""chí lớn"", nước lớn không có chí lớn tất sẽ suy thoái, nước nhỏ mà có chí lớn cũng có thể trỗi dậy. Sự chuẩn bị về ""chí hướng"" là không thể thiếu được đối với người Trung Quốc. Trong Chương IV, tác giả cho rằng cần phải xây dựng ""Trung Quốc vương đạo"" kế thừa truyền thống Trung Hoa, lấy đó làm nguồn sức mạnh cho văn hóa, đạo đức và ""ảnh hưởng mềm"" của Trung Quốc trên thế giới. Văn minh Trung Hoa có bề dày lịch sử lâu đời bậc nhất trên thế giới, cần phải phân tích những bài học trị quốc trong lịch sử, đồng thời phải luôn tâm niệm ""vương đạo"" là: ""không chèn ép bốn bể, không ức hiếp lân bang, hùng cường nhưng không ngang ngược, lớn mạnh nhưng không xưng bá"".","Trong chương V, tác giả đã cho ta biết nguồn gốc sức mạnh cho văn hóa, đạo đức và ""ảnh hưởng mềm"" của Trung Quốc.",noi_tai,
107,viwikifc_train_3502,"Theo lý thuyết của Isaac Newton mọi vật có khối lượng đều có quán tính (định luật 1 và 2 của Newton, xem thêm trang cơ học cổ điển), do đó cũng có thể nói mọi dạng thực thể của vật chất trong tự nhiên đều có quán tính.",Lý thuyết của Isaac Newton cho biết mọi vật có khối lượng đều có quán tính nên mọi dạng thực thể của vật chất trong tự nhiên đều có quán tính nhưng điều này bị chứng minh là không hoàn toàn đúng vào thế kỷ 19.,ngoai_lai,
108,viwikifc_train_8580,"Ấn Độ là nơi có hai nhóm ngôn ngữ lớn: Ấn-Arya (74% cư dân nói) và Dravidia (24%). Các ngôn ngữ khác được nói tại Ấn Độ thuộc các ngữ hệ Nam Á và Tạng-Miến. Ấn Độ không có ngôn ngữ quốc gia. Tiếng Hindi có số lượng người nói lớn nhất và là ngôn ngữ chính thức của chính phủ. Tiếng Anh được sử dụng rộng rãi trong kinh doanh và hành chính và có địa vị ""ngôn ngữ phó chính thức""; và có vị thế quan trọng trong giáo dục, đặc biệt là trong môi trường giáo dục đại học. Mỗi bang và lãnh thổ liên bang có một hoặc nhiều hơn các ngôn ngữ chính thức, và hiến pháp công nhận cụ thể 21 ""ngôn ngữ xác định"" (scheduled languages). Hiến pháp công nhận 212 nhóm bộ lạc xác định, họ chiếm tỷ lệ 7,5% trong dân số quốc gia. Điều tra dân số năm 2001 đưa ra số liệu là 800 triệu người Ấn Độ (80,5% tổng dân số) là tín đồ Ấn Độ giáo, Ấn Độ giáo do vậy là tôn giáo lớn nhất tại Ấn Độ, sau đó là Hồi giáo (13,4%), Kitô giáo (2,3%), Sikh giáo (1,9%), Phật giáo (0,8%), Jaina giáo (0,4%), Do Thái giáo, Hỏa giáo, và Bahá'í giáo. Ấn Độ có số tín đồ Ấn Độ giáo, Sikh giáo, Jaina giáo, Hỏa giáo, Bahá'í giáo đông nhất thế giới, và có số tín đồ Hồi giáo lớn thứ ba thế giới, đồng thời là quốc gia có đông người Hồi giáo nhất trong số các quốc gia mà họ không chiếm đa số.",Sự phát triển về hệ thống giáo dục của Ấn Độ đang là một vấn đề lớn của đất nước.,ngoai_lai,
109,viwikifc_train_1552,"Kể từ khi bắt đầu tự do hóa kinh tế vào năm 1978, Trung Quốc nằm trong số các nền kinh tế tăng trưởng nhanh nhất trên thế giới, dựa ở mức độ lớn vào tăng trưởng do đầu tư và xuất khẩu. Trong gần 30 năm từ năm 1978, GDP của Trung Quốc đã tăng 15 lần, sản xuất công nghiệp tăng hơn 20 lần; kim ngạch thương mại tăng hơn 100 lần. Vào năm 1992, Trung Quốc vẫn còn xếp thứ 133 thế giới về GDP bình quân đầu người, với hơn một nửa dân số sống dưới mức 2 USD/ngày, nhưng dự kiến tới năm 2022, Trung Quốc sẽ tăng 74 bậc (lên hạng 59 thế giới) trong xếp hạng về GDP bình quân đầu người, và chỉ còn chưa đầy 2% dân số Trung Quốc sống dưới chuẩn nghèo của thế giới.",Trung Quốc đã có sự phát triển GDP bình quân đầu người lớn khi tăng 74 bậc trong bảng xếp hạng thế giới từ hạng 133 lên hạng 54 và có mức độ lớn vào tăng trưởng do dầu tư và xuất khẩu.,noi_tai,
110,viwikifc_train_3488,"Trong thời gian này, chính phủ Việt Nam Cộng hòa luôn tuyên bố và duy trì các quyền chủ quyền của mình một cách liên tục đối với hai quần đảo Hoàng Sa và Trường Sa bằng các hoạt động nhà nước.",Việt Nam Công Hòa được thành lập và chính thức đổi tên năm 1975.,ngoai_lai,
111,viwikifc_train_2442,"Quảng Nam có lực lượng lao động dồi dào, với trên 887,000 người (chiếm 62% dân số toàn tỉnh), trong đó lao động ngành nông nghiệp chiếm 61,57%, ngành công nghiệp và xây dựng là 16,48% và ngành dịch vụ là 21,95%.","Quảng Nam có lực lượng dồi dào với trên 887,000 người phát triển vùng đồng bằng ven biển nên phần lớn lao động dùng trong ngành nông nghiệp.",ngoai_lai,
112,viwikifc_train_9990,"Một trong những thành quả Gia Long đạt được sau nhiều năm nội chiến với Tây Sơn là quân đội mạnh với trang bị và tổ chức kiểu phương Tây. Sau khi làm chủ toàn bộ quốc gia, nhà Nguyễn xây dựng quân đội hoàn thiện hơn, chính quy hơn. Để sung binh ngạch mới, vua Gia Long cho thực hiện phép giản binh, theo hộ tịch tùy nơi mà định, lấy 3, 5 hay 7 suất đinh tuyển 1 người lính. Quân chính quy đóng tại kinh thành và những nơi xung yếu; các địa phương đều có lực lượng vũ trang tại chỗ làm nhiệm vụ trị an. Quân chính quy có 14 vạn người, ngoài ra còn có quân trừ bị. Quân đội còn được tổ chức thành 4 binh chủng: bộ binh, tượng binh, thủy binh và pháo binh, trong đó bộ binh và thủy binh được chú trọng xây dựng để tác chiến độc lập. Trình độ chính quy thống nhất cao. Ngoài vũ khí cổ truyền, quân chính quy được trang bị hỏa khí mua của phương Tây như đại bác, súng trường, thuyền máy, thuốc nổ... Các loại súng thần công, đại bác được đúc với kích thước, trọng lượng thống nhất; thành lũy, đồn to nhỏ cũng được quy định cho từng cấp với số lượng quân nhất định.",Quân chính quy đóng tại kinh thành và những nơi xung yếu do tướng quân chỉ đạo.,ngoai_lai,
113,viwikifc_test_1101,"Tính đến năm 2017, Trung Quốc có 220 cảng hàng không thương mại, và trên hai phần ba số cảng hàng không được xây dựng trên toàn cầu trong năm 2013 là tại Trung Quốc, và Boeing cho rằng phi đội thương mại hoạt động tại Trung Quốc sẽ tăng từ 1.910 trong năm 2011 lên 5.980 vào năm 2031. Khoảng 80% không phận của Trung Quốc vẫn bị hạn chế cho sử dụng quân sự, và các hãng hàng không Trung Quốc chiếm tám trong số mười hãng hàng không châu Á tệ nhất về phương diện trì hoãn. Trong năm 2013, Sân bay quốc tế Thủ đô Bắc Kinh xếp hạng nhì thế giới về vận chuyển hành khách.",Hầu hết không phận của Trung Quốc được sử dụng quân sự.,khong,
114,viwikifc_train_13960,"Trước khi Raffles đến, chỉ có xấp xỉ 1.000 người sống trên đảo, hầu hết là người Mã Lai bản địa cùng với một số người Hoa. Rất nhanh chóng, kể từ năm 1830, nước Anh đổ tiền bạc để biến đây trở thành hải cảng thương mại chính ở vùng Đông Nam Á bởi 2 lợi thế then chốt so với những thành phố cảng thuộc địa và những cảng lớn khác ở khu vực. Thứ nhất: vị trí địa lý (hầu hết các thương thuyền qua lại giữa Trung Quốc, Ấn Độ và Châu Âu đều phải đi qua Singapore). Thứ hai: sự liên kết giữa Singapore với đế chế Anh (Trong thế kỷ thứ XIX, Anh Quốc là một cường quốc số 1 thế giới cả về kinh tế và số lượng thuộc địa). Sự phồn vinh của Singapore bắt nguồn từ những thuận lợi về địa lý và vị trí của nó trong hệ thống thuộc địa Anh.",Sự liên kết giữa Singapore và đế chế Anh lý do để Singapore trở thành vị trí then chốt.,noi_tai,
115,viwikifc_train_15328,"Dưới sự chiếm đóng của Đế quốc Nhật Bản, Singapore được đổi tên thành Syonanto (tiếng Nhật: 昭南島 - ""Chiêu Nam Đảo"", Hepburn: Shōnan-tō), là gọi tắt của 昭和に手に入れた南の島 (Shōwa ni te ni haireta Minami no Shima, ""Hòn đảo phía nam được sở hữu bởi Chiêu Hòa""). Singapore đôi khi được gọi bằng biệt danh ""Thành phố vườn"", liên quan đến các công viên và đường phố rợp bóng cây tại quốc gia này. Một tên khác, ""Little Red Dot"", được thông qua sau khi tổng thống Indonesia đương thời Bacharuddin Jusuf Habibie đã bỏ qua Singapore bằng cách đề cập đến một chấm đỏ trên bản đồ.",Đế quốc Nhật Bản là quốc gia duy nhất chiếm đóng Singapore.,ngoai_lai,
116,viwikifc_train_7618,"Nguyên nhân của các kỷ băng hà hiện vẫn đang gây tranh cãi cho cả các thời kỳ ""kỷ băng hà"" trên diện rộng và thời kỳ rút lui nhỏ hơn và sự tuần hoàn của các giai đoạn ""băng/gian băng"" bên trong một kỷ băng hà. Một sự đồng thuận chung cho rằng nó là sự tổng hợp của ba yếu tố khác nhau: thành phần khí quyển (đặc biệt là tỷ lệ của CO2 và mêtan), những thay đổi của quỹ đạo Trái Đất quanh Mặt Trời được gọi là các chu kỳ Milankovitch (và có lẽ là Quỹ đạo của Mặt Trời quanh Ngân Hà), và vị trí của các lục địa.","Dù nguyên nhân của các kỷ băng hà vẫn chưa có lời giải thích rõ ràng nhưng có một sự đồng thuận chung cho rằng nó là sự tổng hợp của ba yếu tố khác nhau: thành phần khí quyển, những thay đổi của quỹ đạo Trái Đất quanh Mặt Trời, và vị trí của các lục địa.",khong,
117,viwikifc_dev_496,"""Chúng tôi đã lầm rất lớn. Chúng tôi đã tưởng lợi dụng được một đế quốc chống một đế quốc khác, tranh thủ quyền lợi về ta, nhưng trái lại bọn Nhật đã lợi dụng chúng tôi, ít nhất cũng là về danh nghĩa. Đó là một bài học đau đớn!""Mới ra mắt được 4 tháng, ngày 5/8/1945, hàng loạt thành viên nội các Trần Trọng Kim xin từ chức: 3 bộ trưởng xin từ nhiệm, Bộ trưởng Vũ Ngọc Anh qua đời vì trúng bom máy bay Mỹ. Các bộ trưởng khác tuyên bố bản thân họ cũng bất lực, bởi không thể làm được việc gì nếu không được cố vấn tối cao Nhật Bản đồng ý, trong khi vua Bảo Đại chỉ lo ăn chơi, săn bắn mà không quan tâm đến chính trị. Trần Trọng Kim cố gắng liên hệ nhưng các nhân vật cấp tiến đều khước từ cộng tác, đến đầu tháng 8 thì chính Trần Trọng Kim cũng nản lòng. Ông nói mình bị ""tăng huyết áp"" và không ra khỏi nhà.",Trần Trọng Kim cố gắng liên hệ nhưng các nhân vật cấp tiến đều khước từ cộng tác nhưng ông vẫn không nản lòng.,noi_tai,
118,viwikifc_train_5032,"Wonsan là thành phố duyên hải nằm trên cung đường tới núi Kim Cương, nổi tiếng với ngọn thác Ullim. Ngoài ra, ở đây còn có thác Kuryong với 9 dòng đổ xuống chân núi. Dưới sức chảy liên tục của dòng thác, phía chân núi hình thành nên một đầm sâu. Tương truyền chín con rồng đã trú ngụ tại đây nên người ta gọi là đầm Cửu Long",Vào mùa khô đầm sâu là lựa chọn ưu tiên để người dân sử dụng vì dù là mùa nào thì dòng thác vẫn chảy một cách liên tục thành ra nước ngọt ở đầm không khi nào bị cạn.,ngoai_lai,
119,viwikifc_train_11777,"Những ngoại tộc ngoài nhóm Hoa Hạ, cũng có các tước vị riêng của mình, như Thiền vu, Khả hãn. Nơi giao thoa giữa Á-Âu là nước Nga, xuất hiện danh hiệu Tsar - hay được dịch thành [Sa Hoàng; 沙皇]. Tất cả tước vị trên đều ngang Hoàng đế của nhóm quốc gia Hoa Hạ.",Nhóm Hoa Hạ đã sử dụng tước vị chung là Hoàng đế còn đối với những ngoại tộc khác thì họ có các tước vị riêng là Thiền vu và Khả hãn.,noi_tai,
120,viwikifc_train_7225,"Sau khi thống nhất, Việt Nam tiếp tục gặp khó khăn do sự sụp đổ và tan rã của đồng minh Liên Xô cùng Khối phía Đông, các lệnh cấm vận của Hoa Kỳ, chiến tranh với Campuchia, biên giới giáp Trung Quốc và hậu quả của chính sách bao cấp sau nhiều năm áp dụng. Năm 1986, Đảng Cộng sản ban hành cải cách đổi mới, tạo điều kiện hình thành kinh tế thị trường và hội nhập sâu rộng. Cải cách đổi mới kết hợp cùng quy mô dân số lớn đưa Việt Nam trở thành một trong những nước đang phát triển có tốc độ tăng trưởng thuộc nhóm nhanh nhất thế giới, được coi là Hổ mới châu Á dù cho vẫn gặp phải những thách thức như tham nhũng, tội phạm gia tăng, ô nhiễm môi trường và phúc lợi xã hội chưa đầy đủ. Ngoài ra, giới bất đồng chính kiến, chính phủ một số nước phương Tây và các tổ chức theo dõi nhân quyền có quan điểm chỉ trích hồ sơ nhân quyền của Việt Nam liên quan đến các vấn đề tôn giáo, kiểm duyệt truyền thông, hạn chế hoạt động ủng hộ nhân quyền cùng các quyền tự do dân sự.","Tham nhũng là hành vi lợi dụng quyền hành để gây phiền hà, khó khăn và lấy của dân.",ngoai_lai,
